Geneid	Chr	Start	End	Strand	Length	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444037/SRR8444037_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444038/SRR8444038_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8444043/SRR8444043_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970629/SRR7970629_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970630/SRR7970630_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970631/SRR7970631_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970598/SRR7970598_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970599/SRR7970599_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970600/SRR7970600_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269830/SRR8269830_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269647/SRR8269647_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269650/SRR8269650_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916318/SRR10916318_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916319/SRR10916319_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916320/SRR10916320_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970603/SRR7970603_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970606/SRR7970606_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7970610/SRR7970610_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027727/SRR9027727_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027728/SRR9027728_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027730/SRR9027730_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269825/SRR8269825_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269775/SRR8269775_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269782/SRR8269782_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR8269810/SRR8269810_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916163/SRR10916163_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916164/SRR10916164_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR10916165/SRR10916165_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-115_RNA_cac-1__Rep1_S139/149-115_RNA_cac-1__Rep1_S139_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-116_RNA_cac-1__Rep2_S140/149-116_RNA_cac-1__Rep2_S140_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-117_RNA_cac-1__Rep3_S141/149-117_RNA_cac-1__Rep3_S141_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-65_RNA_cac-1_cac-2___S65/149-65_RNA_cac-1_cac-2___S65_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-66_RNA_cac-1_cac-2___S66/149-66_RNA_cac-1_cac-2___S66_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-67_RNA_cac-1_cac-2___S67/149-67_RNA_cac-1_cac-2___S67_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-96_RNA_cac-1-suz-12__Rep1_S96/149-96_RNA_cac-1-suz-12__Rep1_S96_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-97_RNA_cac-1-suz-12__Rep2_S121/149-97_RNA_cac-1-suz-12__Rep2_S121_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/Run149/RNA/bamFiles/149-98_RNA_cac-1-suz-12__Rep3_S122/149-98_RNA_cac-1-suz-12__Rep3_S122_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027658/SRR9027658_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027759/SRR9027759_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR9027689/SRR9027689_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690267/SRR7690267_Aligned.sortedByCoord.out.bam	/scratch/evt82290/MappingOutputs/RNAseq/bamFiles/SRR7690268/SRR7690268_Aligned.sortedByCoord.out.bam
NCU07518	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4537104;4537555;4538546;4538756;4538993	4537164;4537578;4538648;4538930;4539418	+;+;+;+;+	789	93	38	61	72	72	50	49	63	64	43	32	29	31	12	19	77	68	40	39	52	34	105	99	103	105	28	50	20	12	77	42	43	70	56	66	50	56	48	41	46	0	0
NCU07517	CM002238.1	4543887	4545515	+	1629	371	109	332	167	154	128	278	361	277	62	36	103	152	177	73	149	90	118	44	87	46	157	218	229	176	129	175	131	14	24	18	16	43	6	48	61	32	85	48	33	9	1
NCU07516	CM002238.1	4546266	4551647	-	5382	2802	2108	2494	2394	2000	2024	1915	2589	2076	1521	1374	1814	840	534	436	2693	2454	1867	1066	1178	988	3716	4597	4547	3778	766	545	666	117	474	360	228	525	216	549	592	470	1649	1092	1646	213	331
NCU07514	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4554071;4554071;4554363;4554363;4555137	4554291;4554291;4558095;4555064;4558095	+;+;+;+;+	3954	2388	2229	2527	2261	1957	1769	3083	4107	3564	1423	1150	1530	827	591	433	2416	2548	1611	1057	1230	924	3859	4494	4706	3833	679	648	1077	106	436	262	121	301	126	349	539	255	1484	1181	1488	237	266
NCU07513	CM002238.1;CM002238.1	4564457;4566398	4566335;4568496	+;+	3978	927	754	965	940	801	787	1031	1280	1007	298	339	481	343	228	186	882	997	807	327	459	446	1774	2181	2165	1895	160	214	208	136	487	304	184	312	158	1134	1129	927	805	431	873	362	677
NCU16698	CM002238.1;CM002238.1;CM002238.1	4569250;4569426;4570076	4569268;4570018;4570480	+;+;+	1017	6569	7688	6849	9768	8655	9018	9693	11188	10863	4656	4404	6370	7479	8133	3652	9293	9169	7971	4639	6436	4580	9055	10418	10552	9072	6834	4764	9900	2669	7301	5884	3188	6072	4281	6256	10806	5501	5093	4824	5636	457	449
NCU16699	CM002238.1;CM002238.1	4570996;4571371	4571298;4572273	+;+	1206	548	256	594	662	715	643	1568	1923	1869	223	231	354	192	102	78	957	1057	821	791	881	564	1431	1683	1613	1315	183	197	245	187	511	364	252	467	336	508	771	423	792	607	528	13	33
NCU07511	CM002238.1;CM002238.1;CM002238.1	4573918;4574092;4575108	4573924;4575049;4575576	-;-;-	1434	87	10	96	89	72	33	602	655	578	12	8	22	128	30	15	453	531	375	164	141	149	534	704	624	482	396	422	535	8	12	10	12	30	6	234	411	209	1344	920	2002	12	18
NCU07510	CM002238.1;CM002238.1	4577529;4577901	4577626;4578450	-;-	648	2	6	5	8	4	6	46	21	38	4	7	13	0	4	5	11	8	14	10	6	4	20	10	19	13	54	47	84	2	16	24	20	34	20	80	96	98	85	75	129	3	3
gh10-2	CM002238.1;CM002238.1;CM002238.1	4598536;4598980;4599683	4598820;4599618;4599913	+;+;+	1155	73	42	92	64	59	76	118	127	153	62	51	77	55	20	30	103	128	92	68	68	31	225	239	240	175	133	106	166	10	24	24	19	48	27	70	96	56	219	125	248	3	8
NCU08190	CM002238.1;CM002238.1	4600102;4600383	4600321;4601314	-;-	1152	815	304	753	671	569	596	739	860	995	294	295	487	575	219	165	1619	2207	1055	532	539	356	3494	4362	4096	3334	472	396	711	20	156	156	49	151	82	130	174	119	1354	758	1328	15	61
NCU08191	CM002238.1;CM002238.1;CM002238.1	4602826;4603481;4603815	4603423;4603627;4603846	+;+;+	777	34	59	21	88	71	48	17	30	48	7	5	8	14	6	4	84	127	65	33	24	20	123	124	133	85	25	22	49	24	66	49	16	39	24	49	68	26	79	63	137	1	7
NCU08192	CM002238.1;CM002238.1;CM002238.1	4606355;4606625;4606821	4606520;4606710;4606862	+;+;+	294	22	45	20	20	20	14	20	13	9	7	6	2	12	0	1	6	2	0	5	10	6	6	3	5	6	2	6	31	10	52	28	16	66	26	53	25	25	7	4	8	2	2
NCU08193	CM002238.1;CM002238.1	4608005;4608434	4608277;4608850	-;-	690	10072	14997	14727	7294	5912	5092	16117	13735	16210	1782	2197	2800	2781	2338	3107	29204	27980	25629	24002	28463	18338	5174	5882	5867	5136	7191	5536	4237	1475	3770	2434	1643	3782	1724	2881	4190	1866	24805	25820	27444	943	807
NCU08194	CM002238.1;CM002238.1	4611283;4611523	4611461;4613332	+;+	1989	3818	4313	4822	2879	2317	2182	4716	4232	4925	879	900	1172	788	577	731	9070	8015	7125	5720	5977	4627	1880	2343	2326	1855	1488	1101	812	245	629	461	374	699	505	465	671	348	6772	5655	5968	180	239
NCU08195	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4613860;4614524;4615794;4616287	4614435;4615731;4616207;4616293	+;+;+;+	2205	11093	14388	10750	9124	8383	9071	5770	7452	6806	10001	9533	13073	2584	1983	2038	5624	5027	4207	2444	2747	3277	8334	10447	10429	8183	4081	2378	1688	496	2297	1483	698	1034	617	1289	1472	833	2970	2205	2644	1299	1240
NCU08197	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4619401;4619655;4619977;4620828;4621019	4619518;4619909;4620723;4620909;4622174	+;+;+;+;+	2358	1500	1146	1518	1501	1432	1747	935	1265	1177	3346	3755	5458	1092	763	900	1152	1038	1028	636	889	869	977	1270	1228	1094	1603	1060	1172	157	531	338	321	590	333	709	812	437	715	660	428	42	34
NCU08199	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4624414;4624716;4624789;4625049;4625224	4624661;4624723;4624991;4625174;4626045	+;+;+;+;+	1407	1866	1408	1416	1191	1070	1348	569	720	690	721	776	966	674	364	494	1142	1265	837	686	762	558	2367	2910	2939	2195	542	644	764	374	1254	1291	2203	5550	2162	2678	2771	2432	1001	609	1296	86	57
NCU08200	CM002238.1	4626605	4626922	-	318	6	0	2	4	0	13	3	1	1	3	5	6	1	0	8	0	12	5	0	1	4	2	11	11	6	4	1	9	2	6	2	4	13	10	0	4	10	4	4	4	0	0
NCU11286	CM002238.1;CM002238.1;CM002238.1	4631535;4632271;4633031	4632107;4632955;4633728	+;+;+	1956	4	6	6	10	6	6	22	17	22	0	6	0	4	0	1	4	0	2	0	0	0	0	0	0	0	6	16	14	0	10	4	14	22	8	157	257	127	32	16	44	2	2
NCU08204	CM002238.1;CM002238.1	4634182;4635097	4635028;4636013	-;-	1764	2	6	2	0	2	6	29	34	23	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	24	0	187	125	122	0	0	0	0	0
NCU08206	CM002238.1	4638295	4639296	-	1002	0	0	0	0	3	2	3	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	4	0	6	6	0	13	4	4	0	0	3	0	0
NCU08207	CM002238.1;CM002238.1;CM002238.1	4640146;4640754;4641137	4640294;4641046;4641315	+;+;+	621	0	1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	6	0	0	0	0	0	0
NCU08208	CM002238.1;CM002238.1;CM002238.1	4644661;4645062;4645384	4644859;4645327;4645491	-;-;-	573	3	1	0	3	5	4	7	4	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	9	12	8	2	2	2	0	0
NCU08209	CM002238.1	4646677	4647252	-	576	0	0	0	0	0	2	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	6	0	0	0	0	0	0
NCU08210	CM002238.1	4648490	4649239	-	750	0	0	2	0	0	8	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	4	4	12	7	0	0	0	0	1
NCU08211	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4649976;4650096;4650239;4651711;4651822;4651992	4650025;4650145;4650959;4651766;4651932;4652197	-;-;-;-;-;-	1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	8	0	0	0	0	0	0
NCU08212	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4652962;4653565;4654161;4654363	4653079;4653722;4654172;4654746	-;-;-;-	672	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	6	2	19	6	21	0	0	0	0	0
NCU08213	CM002238.1	4655560	4656093	-	534	4	0	0	0	2	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	5	28	42	22	48	24	55	0	0	2	1	0
NCU10210	CM002238.1;CM002238.1	4657091;4658405	4657975;4658449	-;-	930	2	3	0	8	2	8	6	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	6	4	18	14	0	62	65	46	0	0	0	0	0
NCU08216	CM002238.1;CM002238.1	4665371;4665692	4665639;4667009	+;+	1587	7278	10018	7536	5633	4576	5338	7927	10531	9903	3481	3543	5041	1752	1858	1861	3537	3196	2557	1525	1908	1620	5850	6833	6810	5849	1592	1618	1854	378	1171	958	598	1227	495	2269	1871	1413	2127	2138	2626	1346	715
NCU08217	CM002238.1	4667916	4669238	-	1323	2458	2215	2627	2613	2279	2335	3748	4208	4254	2092	2005	2764	1196	1128	1051	2583	2281	1862	1673	2091	1645	4783	6038	5841	4682	714	993	1610	1241	3724	2694	506	1213	704	2913	3289	1947	1765	1459	2026	414	353
NCU08218	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4670317;4670628;4671838;4672000	4670562;4671784;4671950;4672673	+;+;+;+	2190	3260	2471	2878	2764	2278	2533	2954	3698	3405	2062	2054	2572	1594	1222	835	2897	3071	2092	1327	1507	1236	5935	6864	6749	5763	1067	1052	1460	449	1490	1080	305	776	433	1135	1850	883	1916	1267	2413	185	261
NCU08219	CM002238.1	4673731	4674312	+	582	3	3	2	0	3	0	5	4	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	4	0	18	8	5	4	0	4	0	0
NCU08220	CM002238.1;CM002238.1	4675409;4675732	4675426;4676370	-;-	657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
NCU08221	CM002238.1;CM002238.1	4676946;4677748	4677646;4677796	-;-	750	8	10	0	4	12	10	4	11	6	0	0	0	0	2	0	6	0	0	1	2	2	4	0	0	0	0	0	1	14	12	8	10	20	10	36	55	34	2	2	0	9	7
NCU08222	CM002238.1;CM002238.1;CM002238.1	4680369;4680896;4682255	4680836;4682191;4682314	+;+;+	1824	15	19	0	10	11	13	185	149	132	0	4	2	0	0	0	3	0	0	2	0	0	0	8	2	4	8	7	5	2	10	12	12	42	11	297	351	296	42	11	28	6	3
NCU08223	CM002238.1;CM002238.1	4683042;4683553	4683434;4684305	-;-	1146	368	186	680	418	354	351	1458	1169	1326	48	90	147	196	10	52	2153	2521	1898	1348	1258	593	2998	3888	3797	2878	2175	2211	2734	516	1595	1423	350	935	644	3200	5137	2715	14606	7406	19717	140	462
NCU08224	CM002238.1	4686741	4687289	+	549	4616	3501	5759	4876	3966	3602	7720	7526	8424	674	699	1039	2074	1179	1364	6658	7495	5198	5992	6318	4231	10981	13103	13188	11015	2957	3634	5508	685	2846	1857	587	2059	1200	2372	3121	2161	9223	6288	10580	298	260
NCU08225	CM002238.1;CM002238.1	4688505;4689346	4689282;4689809	+;+	1242	9923	8856	8538	8140	6609	8198	6018	7592	7690	2799	3607	5018	2508	2581	1837	5390	4479	3838	4119	4963	4287	7627	9912	9704	7379	2292	2951	3362	225	1095	937	635	1129	442	1184	1652	953	5594	4609	3416	181	230
NCU08226	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4693734;4694283;4694695;4695835;4696058	4694218;4694476;4695767;4695984;4696186	-;-;-;-;-	2031	846	272	281	1405	1759	1084	257	394	359	414	372	490	159	534	202	237	206	181	333	426	441	297	289	366	228	129	150	179	79	190	172	83	190	119	220	216	195	86	136	111	330	32
NCU08227	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4697069;4697069;4697521;4697521;4697995;4698180	4697423;4697423;4697921;4697864;4698044;4698339	-;-;-;-;-;-	966	1002	887	838	1656	1520	1226	948	1191	1124	1675	1311	1871	532	646	504	794	689	570	801	1038	733	1360	1409	1453	1294	346	401	460	216	634	570	289	609	264	435	464	380	589	596	593	134	75
NCU08228	CM002238.1;CM002238.1;CM002238.1	4700163;4700573;4701078	4700511;4701021;4702277	+;+;+	1998	1358	671	772	3169	3660	2719	741	1050	738	1526	1544	1998	307	627	289	768	726	594	994	1051	1086	1008	1114	1144	907	206	118	119	455	950	748	225	344	280	548	745	365	597	370	414	1367	383
NCU08229	CM002238.1	4707054	4708499	+	1446	5954	5231	5158	4508	4019	4723	2806	2900	2854	7499	7383	10297	3709	1918	2304	3316	3981	2155	1147	1302	1090	11676	14614	14745	12108	1311	2369	2369	1581	4515	3034	3423	8065	5739	5822	6066	5824	2215	1342	5389	424	610
NCU08230	CM002238.1	4713506	4715632	-	2127	3486	3732	3649	3476	3084	2815	1930	2316	1966	1725	2071	2689	796	225	281	6850	7989	4748	2029	1689	1565	11636	16100	15820	11644	579	516	514	133	402	343	387	654	416	241	349	221	5181	1743	3917	64	265
NCU08231	CM002238.1	4717364	4718887	-	1524	5200	4615	5964	5038	4095	4058	3733	4222	4433	2682	2446	3339	1879	747	1004	8906	11402	5707	3428	3566	2346	17592	20240	19967	17614	1705	1854	2414	435	1596	1222	334	676	507	854	1022	689	6393	3984	8710	120	383
NCU08232	CM002238.1	4722173	4723762	+	1590	3577	3313	4609	3418	2919	2577	2261	2564	2751	1573	1758	2469	1511	345	889	7617	9507	5620	2732	3061	2089	20148	25199	24844	20195	1478	1413	1666	252	1349	674	305	794	395	515	581	371	6557	4008	8033	75	322
NCU16701	CM002238.1	4725647	4726429	-	783	68	52	49	61	68	45	529	535	505	24	27	19	13	4	16	78	113	75	56	46	29	125	98	127	93	12	21	23	6	25	38	25	44	29	47	102	53	82	49	37	1	1
NCU08233	CM002238.1	4726809	4727471	+	663	80	58	50	43	53	40	434	480	441	24	24	19	12	8	11	116	108	55	35	41	22	74	93	107	74	4	14	14	8	15	22	18	31	18	24	40	25	87	45	35	0	1
NCU08234	CM002238.1	4732542	4733660	+	1119	0	2	0	4	0	0	12	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	7	4	0	0	0	0	0
NCU08235	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4735926;4736665;4737303;4737793	4736482;4736723;4737715;4738698	+;+;+;+	1935	2	4	1	2	2	0	3	8	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	4	4	42	34	26	0	0	2	0	1
NCU08236	CM002238.1	4740152	4742137	-	1986	2	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	8	0	0	0	0	0
NCU08237	CM002238.1;CM002238.1	4743262;4743396	4743306;4743806	+;+	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	0	0	0	0	0
NCU08238	CM002238.1	4744493	4745995	-	1503	0	0	2	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	2	0	42	40	14	0	0	0	0	0
NCU08239	CM002238.1;CM002238.1	4748856;4749072	4748957;4749347	-;-	378	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	5	3	0	2	0	0	0	0	0	0
NCU08240	CM002238.1	4752019	4752486	+	468	0	0	0	2	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	12	1	3	0	0	0	0	0	0	0
NCU08241	CM002238.1	4754828	4756339	+	1512	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	8	5	0	4	0	8	14	0	0	0	0	0
NCU08242	CM002238.1;CM002238.1	4757559;4758023	4757933;4758706	+;+	1059	0	0	0	0	0	0	4	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0
NCU16702	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4759637;4760080;4760300;4760693	4759904;4760233;4760369;4760743	+;+;+;+	543	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	6	7	0	0	0	0	0
NCU08243	CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1;CM002238.1	4761941;4762346;4763525;4763911;4764116;4764270	4762189;4763429;4763742;4763924;4764187;4764324	-;-;-;-;-;-	1692	6	5	0	0	0	2	15	23	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	1	12	16	15	41	26	103	108	95	5	2	8	0	0
NCU08244	CM002238.1;CM002238.1	4764577;4766049	4765585;4766164	-;-	1125	2	12	2	4	0	2	13	11	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	12	10	14	46	6	106	106	73	0	4	0	0	0
NCU08245	CM002238.1;CM002238.1	4767460;4768922	4768752;4769023	-;-	1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
NCU08246	CM002238.1;CM002238.1	4769937;4770069	4769996;4770464	+;+	456	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
NCU08247	CM002238.1;CM002238.1	4772093;4772341	4772260;4772442	-;-	270	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0
NCU08248	CM002238.1;CM002238.1	4773154;4773306	4773234;4773851	+;+	627	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	1	0
NCU08249	CM002238.1;CM002238.1;CM002238.1	4776012;4776242;4776484	4776175;4776423;4776572	+;+;+	435	1	6	0	0	2	2	1	0	4	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2	6	0	2	0	0	4	0	0	0	0	0
NCU08250	CM002238.1;CM002238.1	4778023;4778227	4778153;4779106	+;+	1011	16	11	16	23	6	15	77	113	98	0	1	7	4	0	4	9	27	2	2	2	8	28	15	10	22	11	14	4	3	10	6	6	5	12	31	51	29	44	43	29	1	3
NCU08251	CM002238.1;CM002238.1	4780591;4780757	4780685;4781498	+;+	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCU08252	CM002238.1;CM002238.1	4782348;4782443	4782377;4783813	+;+	1401	5	8	1	0	2	2	20	49	35	0	0	0	0	0	0	0	0	0	0	4	2	0	0	1	0	0	0	0	4	10	4	24	14	4	106	125	111	0	2	2	1	1
NCU08253	CM002238.1;CM002238.1;CM002238.1	4786333;4786509;4787530	4786440;4787447;4787613	-;-;-	1131	0	0	0	0	2	2	2	18	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	2	10	12	10	0	0	0	0	0
NCU08254	CM002238.1;CM002238.1	4788658;4789445	4789218;4789684	+;+	801	4	8	4	8	3	6	74	91	97	2	4	2	0	0	0	1	8	7	0	0	0	0	0	0	0	0	0	0	2	14	6	18	48	20	113	94	84	1	0	6	1	0
NCU08255	CM002238.1;CM002238.1;CM002238.1	4791553;4792159;4792254	4792095;4792187;4792371	-;-;-	690	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
NCU08256	CM002238.1	4794104	4794463	+	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0
NCU08257	CM002238.1;CM002238.1	4795017;4795758	4795660;4795815	-;-	702	2	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	5	0	7	2	13	0	0	0	0	0
NCU08258	CM002238.1;CM002238.1	4797300;4797516	4797332;4797989	+;+	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
NCU16703	CM002238.1;CM002238.1	4800161;4800361	4800277;4800732	+;+	489	0	4	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	2	0	2	0	6	0	0	0	0	0	0	0
NCU08259	CM002238.1;CM002238.1;CM002238.1;CM002238.1	4802863;4803417;4804015;4804487	4803039;4803768;4804247;4804759	-;-;-;-	1035	0	0	0	4	0	0	36	28	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	71	139	48	0	0	0	0	0
NCU08260	CM002238.1;CM002238.1	4807036;4807145	4807077;4808227	+;+	1125	0	0	0	2	0	0	50	58	50	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	2	4	2	80	90	48	4	2	6	0	0
